aberrantemente	ˌabexˌɐ̃ŋtemˈeɪŋtʃɪ	ˌabexɐ̃ŋtʃɪmˈeɪŋtʃɪ
inclemente	ˌiŋklemˈeɪŋtʃɪ	iŋklɪmˈeɪŋtʃɪ
inclusivamente	ˌiŋkluzˌivɐmˈeɪŋtʃɪ	ˌiŋkluzivɐmˈeɪŋtʃɪ
incoerentemente	ˌiŋkoˌeɾeɪŋtemˈeɪŋtʃɪ	ˌiŋkoˌeɾeɪŋtʃɪmˈeɪŋtʃɪ
incognitamente	ˌiŋkoɡnˌitɐmˈeɪŋtʃɪ	ˌiŋkoɡnitɐmˈeɪŋtʃɪ
incomensuravelmente	ˌiŋkomˌeɪŋsuɾˌavɛʊmˈeɪŋtʃɪ	ˌiŋkomˌeɪŋsuɾˌavɛʊmˈeɪŋtʃɪ
incomodamente	ˌiŋkomˌodɐmˈeɪŋtʃɪ	ˌiŋkomɔdɐmˈeɪŋtʃɪ
incomparavelmente	ˌiŋkompˌaɾavɛʊmˈeɪŋtʃɪ	ˌiŋkompˌaɾavɛʊmˈeɪŋtʃɪ
incompletamente	ˌiŋkomplˌetɐmˈeɪŋtʃɪ	ˌiŋkomplɛtɐmˈeɪŋtʃɪ
incompreensivelmente	ˌiŋkompɾˌeeɪŋsˌivɛʊmˈeɪŋtʃɪ	ˌiŋkompɾˌeeɪŋsˌivɛʊmˈeɪŋtʃɪ
incomummente	ˌiŋkomũmmˈeɪŋtʃɪ	ˌiŋkomũŋmˈeɪŋtʃɪ
inconciliavelmente	ˌiŋkoŋsˌiliˌavɛʊmˈeɪŋtʃɪ	ˌiŋkoŋsˌiliˌavɛʊmˈeɪŋtʃɪ
inconclusivamente	ˌiŋkoŋklˌuzivɐmˈeɪŋtʃɪ	ˌiŋkoŋklˌuzivɐmˈeɪŋtʃɪ
incondicionalmente	ˌiŋkoŋdʒˌisɪˌonaʊmˈeɪŋtʃɪ	ˌiŋkoŋdʒˌisɪˌonaʊmˈeɪŋtʃɪ
inconfortavelmente	ˌiŋkoŋfˌoɾtavɛʊmˈeɪŋtʃɪ	ˌiŋkoŋfˌoɾtavɛʊmˈeɪŋtʃɪ
inconfundivelmente	ˌiŋkoŋfˌũŋdʒivɛʊmˈeɪŋtʃɪ	ˌiŋkoŋfˌũŋdʒivɛʊmˈeɪŋtʃɪ
inconscientemente	ˌiŋkoŋsˌieɪŋtemˈeɪŋtʃɪ	ˌiŋkoŋsˌieɪŋtʃɪmˈeɪŋtʃɪ
inconsideradamente	ˌiŋkoŋsˌideɾˌadɐmˈeɪŋtʃɪ	ˌiŋkoŋsˌideɾadɐmˈeɪŋtʃɪ
inconstitucionalissimamente	ˌiŋkoŋstʃˌitusˌɪonˌalisˌimɐmˈeɪŋtʃɪ	ˌiŋkoŋstʃˌitusˌɪonˌalisimɐmˈeɪŋtʃɪ
incontestavelmente	ˌiŋkoŋtˌestavɛʊmˈeɪŋtʃɪ	ˌiŋkoŋtˌestavɛʊmˈeɪŋtʃɪ
incontornavelmente	ˌiŋkoŋtˌoɾnavɛʊmˈeɪŋtʃɪ	ˌiŋkoŋtˌoɾnavɛʊmˈeɪŋtʃɪ
incorretamente	ˌiŋkoxˌetɐmˈeɪŋtʃɪ	ˌiŋkoxɛtɐmˈeɪŋtʃɪ
incrementalmente	ˌiŋkɾemˌeɪŋtaʊmˈeɪŋtʃɪ	ˌiŋkɾemˌeɪŋtaʊmˈeɪŋtʃɪ
incremente	ˌiŋkɾemˈeɪŋtʃɪ	iŋkɾɪmˈeɪŋtʃɪ
incrivelmente	ˌiŋkɾivɛʊmˈeɪŋtʃɪ	ˌiŋkɾivɛʊmˈeɪŋtʃɪ
incultamente	ˌiŋkuwtɐmˈeɪŋtʃɪ	ˌiŋkuwtɐmˈeɪŋtʃɪ
indecentemente	ˌiŋdesˌeɪŋtemˈeɪŋtʃɪ	ˌiŋdeseɪŋtʃɪmˈeɪŋtʃɪ
indecisamente	ˌiŋdesˌizɐmˈeɪŋtʃɪ	ˌiŋdesizɐmˈeɪŋtʃɪ
indecorosamente	ˌiŋdekˌoɾozɐmˈeɪŋtʃɪ	ˌiŋdekˌoɾɔzɐmˈeɪŋtʃɪ
indefetivelmente	ˌiŋdefˌetʃivɛʊmˈeɪŋtʃɪ	ˌiŋdefˌetʃivɛʊmˈeɪŋtʃɪ
indefinidamente	ˌiŋdefˌinidɐmˈeɪŋtʃɪ	ˌiŋdefˌinidɐmˈeɪŋtʃɪ
indefinivelmente	ˌiŋdefˌinivɛʊmˈeɪŋtʃɪ	ˌiŋdefˌinivɛʊmˈeɪŋtʃɪ
indelevelmente	ˌiŋdelˌevɛʊmˈeɪŋtʃɪ	ˌiŋdelˌevɛʊmˈeɪŋtʃɪ
indeliberadamente	ˌiŋdelˌibeɾˌadɐmˈeɪŋtʃɪ	ˌiŋdelˌibeɾadɐmˈeɪŋtʃɪ
independentemente	ˌiŋdepˌeɪŋdeɪŋtemˈeɪŋtʃɪ	ˌiŋdepˌeɪŋdeɪŋtʃɪmˈeɪŋtʃɪ
indesejavelmente	ˌiŋdezˌeʒavɛʊmˈeɪŋtʃɪ	ˌiŋdezˌeʒavɛʊmˈeɪŋtʃɪ
indeterminadamente	ˌiŋdetˌeɾminˌadɐmˈeɪŋtʃɪ	ˌiŋdetˌeɾminadɐmˈeɪŋtʃɪ
indevidamente	ˌiŋdevˌidɐmˈeɪŋtʃɪ	ˌiŋdevidɐmˈeɪŋtʃɪ
indiferentemente	ˌiŋdʒifˌeɾeɪŋtemˈeɪŋtʃɪ	ˌiŋdʒifˌeɾeɪŋtʃɪmˈeɪŋtʃɪ
indigentemente	ˌiŋdʒiʒˌeɪŋtemˈeɪŋtʃɪ	ˌiŋdʒiʒeɪŋtʃɪmˈeɪŋtʃɪ
indignamente	ˌiŋdʒiɡnɐmˈeɪŋtʃɪ	ˌiŋdʒiɡnɐmˈeɪŋtʃɪ
indiretamente	ˌiŋdʒiɾˌetɐmˈeɪŋtʃɪ	ˌiŋdʒiɾɛtɐmˈeɪŋtʃɪ
indisciplinadamente	ˌiŋdʒisˌiplinˌadɐmˈeɪŋtʃɪ	ˌiŋdʒisˌiplinadɐmˈeɪŋtʃɪ
indiscretamente	ˌiŋdʒiskɾˌetɐmˈeɪŋtʃɪ	ˌiŋdʒiskɾɛtɐmˈeɪŋtʃɪ
indiscriminadamente	ˌiŋdʒiskɾˌiminˌadɐmˈeɪŋtʃɪ	ˌiŋdʒiskɾˌiminadɐmˈeɪŋtʃɪ
indiscutivelmente	ˌiŋdʒiskˌutʃivɛʊmˈeɪŋtʃɪ	ˌiŋdʒiskˌutʃivɛʊmˈeɪŋtʃɪ
indispensavelmente	ˌiŋdʒispˌeɪŋsavɛʊmˈeɪŋtʃɪ	ˌiŋdʒispˌeɪŋsavɛʊmˈeɪŋtʃɪ
indissociavelmente	ˌiŋdʒisˌosiˌavɛʊmˈeɪŋtʃɪ	ˌiŋdʒisˌosiˌavɛʊmˈeɪŋtʃɪ
indissoluvelmente	ˌiŋdʒisˌoluvɛʊmˈeɪŋtʃɪ	ˌiŋdʒisˌoluvɛʊmˈeɪŋtʃɪ
indistintamente	ˌiŋdʒistʃˌiŋtɐmˈeɪŋtʃɪ	ˌiŋdʒistʃiŋtɐmˈeɪŋtʃɪ
individualmente	ˌiŋdʒivˌiduaʊmˈeɪŋtʃɪ	ˌiŋdʒivˌiduaʊmˈeɪŋtʃɪ
indivisivelmente	ˌiŋdʒivˌizivɛʊmˈeɪŋtʃɪ	ˌiŋdʒivˌizivɛʊmˈeɪŋtʃɪ
indolentemente	ˌiŋdolˌeɪŋtemˈeɪŋtʃɪ	ˌiŋdoleɪŋtʃɪmˈeɪŋtʃɪ
indubitavelmente	ˌiŋdubˌitavɛʊmˈeɪŋtʃɪ	ˌiŋdubˌitavɛʊmˈeɪŋtʃɪ
indulgentemente	ˌiŋduwʒˌeɪŋtemˈeɪŋtʃɪ	ˌiŋduwʒeɪŋtʃɪmˈeɪŋtʃɪ
indumente	ˌiŋdumˈeɪŋtʃɪ	ˌiŋdumˈeɪŋtʃɪ
industrialmente	ˌiŋdustɾˌiaʊmˈeɪŋtʃɪ	ˌiŋdustɾˌiaʊmˈeɪŋtʃɪ
industriosamente	ˌiŋdustɾˌiozɐmˈeɪŋtʃɪ	ˌiŋdustɾˌiɔzɐmˈeɪŋtʃɪ
ineficazmente	ˌinefˌikazmˈeɪŋtʃɪ	ˌinefˌikasmˈeɪŋtʃɪ
ineficientemente	ˌinefˌisiˌeɪŋtemˈeɪŋtʃɪ	ˌinefˌisieɪŋtʃɪmˈeɪŋtʃɪ
inegavelmente	ˌineɡˌavɛʊmˈeɪŋtʃɪ	ˌineɡˌavɛʊmˈeɪŋtʃɪ
inelasticamente	ˌinelˌastʃikɐmˈeɪŋtʃɪ	ˌinelˌastʃikɐmˈeɪŋtʃɪ
ineptamente	ˌineptɐmˈeɪŋtʃɪ	ˌinɛptɐmˈeɪŋtʃɪ
inequivocamente	ˌinekˌivokɐmˈeɪŋtʃɪ	ˌinekˌivɔkɐmˈeɪŋtʃɪ
inesgotavelmente	ˌinezɡˌotavɛʊmˈeɪŋtʃɪ	ˌinezɡˌotavɛʊmˈeɪŋtʃɪ
inesperadamente	ˌinespˌeɾadɐmˈeɪŋtʃɪ	ˌinespˌeɾadɐmˈeɪŋtʃɪ
inevitavelmente	ˌinevˌitavɛʊmˈeɪŋtʃɪ	ˌinevˌitavɛʊmˈeɪŋtʃɪ
inexatamente	ˌinezˌatɐmˈeɪŋtʃɪ	ˌinezatɐmˈeɪŋtʃɪ
inexoravelmente	ˌineksˌoɾavɛʊmˈeɪŋtʃɪ	ˌineksˌoɾavɛʊmˈeɪŋtʃɪ
inexplicavelmente	ˌinesplˌikavɛʊmˈeɪŋtʃɪ	ˌinesplˌikavɛʊmˈeɪŋtʃɪ
inexpressivamente	ˌinespɾˌesivɐmˈeɪŋtʃɪ	ˌinespɾˌesivɐmˈeɪŋtʃɪ
inextinguivelmente	ˌinestʃˌiŋɡwivɛʊmˈeɪŋtʃɪ	ˌinestʃˌiŋɡwivɛʊmˈeɪŋtʃɪ
infalivelmente	ˌiŋfalˌivɛʊmˈeɪŋtʃɪ	ˌiŋfalˌivɛʊmˈeɪŋtʃɪ
infamemente	ˌiŋfɐmemˈeɪŋtʃɪ	ˌiŋfɐ̃mɪmˈeɪŋtʃɪ
infatigavelmente	ˌiŋfatʃˌiɡavɛʊmˈeɪŋtʃɪ	ˌiŋfatʃˌiɡavɛʊmˈeɪŋtʃɪ
infelizmente	ˌiŋfelizmˈeɪŋtʃɪ	ˌiŋfelismˈeɪŋtʃɪ
inferiormente	ˌiŋfeɾˌioɾmˈeɪŋtʃɪ	ˌiŋfeɾˌioɾmˈeɪŋtʃɪ
infernalmente	ˌiŋfeɾnaʊmˈeɪŋtʃɪ	ˌiŋfeɾnaʊmˈeɪŋtʃɪ
infielmente	ˌiŋfiɛʊmˈeɪŋtʃɪ	ˌiŋfiɛʊmˈeɪŋtʃɪ
infinitamente	ˌiŋfinˌitɐmˈeɪŋtʃɪ	ˌiŋfinitɐmˈeɪŋtʃɪ
inflexivelmente	ˌiŋfleksˌivɛʊmˈeɪŋtʃɪ	ˌiŋfleksˌivɛʊmˈeɪŋtʃɪ
informalmente	ˌiŋfoɾmaʊmˈeɪŋtʃɪ	ˌiŋfoɾmaʊmˈeɪŋtʃɪ
informaticamente	ˌiŋfoɾmˌatʃikɐmˈeɪŋtʃɪ	ˌiŋfoɾmˌatʃikɐmˈeɪŋtʃɪ
infortunadamente	ˌiŋfoɾtˌunadɐmˈeɪŋtʃɪ	ˌiŋfoɾtˌunadɐmˈeɪŋtʃɪ
infrutuosamente	ˌiŋfɾutwˌozɐmˈeɪŋtʃɪ	ˌiŋfɾutwɔzɐmˈeɪŋtʃɪ
infundadamente	ˌiŋfũŋdˌadɐmˈeɪŋtʃɪ	ˌiŋfũŋdadɐmˈeɪŋtʃɪ
ingenuamente	ˌiŋʒenˌuɐmˈeɪŋtʃɪ	ˌiŋʒenuɐmˈeɪŋtʃɪ
ingloriamente	ˌiŋɡloɾˌiɐmˈeɪŋtʃɪ	ˌiŋɡloɾiɐmˈeɪŋtʃɪ
ingratamente	ˌiŋɡɾatɐmˈeɪŋtʃɪ	ˌiŋɡɾatɐmˈeɪŋtʃɪ
inicialmente	ˌinisˌiaʊmˈeɪŋtʃɪ	ˌinisˌiaʊmˈeɪŋtʃɪ
ininterruptamente	ˌiniŋtˌexuptɐmˈeɪŋtʃɪ	ˌiniŋtˌexuptɐmˈeɪŋtʃɪ
iniquamente	ˌinikwɐmˈeɪŋtʃɪ	ˌinikwɐmˈeɪŋtʃɪ
injetivamente	ˌiŋʒetʃˌivɐmˈeɪŋtʃɪ	ˌiŋʒetʃivɐmˈeɪŋtʃɪ
injuriosamente	ˌiŋʒuɾˌiozɐmˈeɪŋtʃɪ	ˌiŋʒuɾˌiɔzɐmˈeɪŋtʃɪ
injustamente	ˌiŋʒustɐmˈeɪŋtʃɪ	ˌiŋʒustɐmˈeɪŋtʃɪ
injustificadamente	ˌiŋʒustʃˌifikˌadɐmˈeɪŋtʃɪ	ˌiŋʒustʃˌifikadɐmˈeɪŋtʃɪ
inocentemente	ˌinosˌeɪŋtemˈeɪŋtʃɪ	ˌinoseɪŋtʃɪmˈeɪŋtʃɪ
inocuamente	ˌinokˌuɐmˈeɪŋtʃɪ	ˌinokuɐmˈeɪŋtʃɪ
inofensivamente	ˌinofˌeɪŋsivɐmˈeɪŋtʃɪ	ˌinofˌeɪŋsivɐmˈeɪŋtʃɪ
inoperacionalmente	ˌinopˌeɾasˌɪonaʊmˈeɪŋtʃɪ	ˌinopˌeɾasˌɪonaʊmˈeɪŋtʃɪ
inopinadamente	ˌinopˌinadɐmˈeɪŋtʃɪ	ˌinopˌinadɐmˈeɪŋtʃɪ
inoportunamente	ˌinopˌoɾtunɐmˈeɪŋtʃɪ	ˌinopˌoɾtunɐmˈeɪŋtʃɪ
inquestionavelmente	ˌiŋkestʃˌɪonˌavɛʊmˈeɪŋtʃɪ	ˌiŋkestʃˌɪonˌavɛʊmˈeɪŋtʃɪ
inquietantemente	ˌiŋkiˌetɐ̃ŋtemˈeɪŋtʃɪ	ˌiŋkiˌetɐ̃ŋtʃɪmˈeɪŋtʃɪ
insaciavelmente	ˌiŋsasˌiavɛʊmˈeɪŋtʃɪ	ˌiŋsasˌiavɛʊmˈeɪŋtʃɪ
inseguramente	ˌiŋseɡˌuɾɐmˈeɪŋtʃɪ	ˌiŋseɡuɾɐmˈeɪŋtʃɪ
insensatamente	ˌiŋseɪŋsˌatɐmˈeɪŋtʃɪ	ˌiŋseɪŋsatɐmˈeɪŋtʃɪ
insensivelmente	ˌiŋseɪŋsˌivɛʊmˈeɪŋtʃɪ	ˌiŋseɪŋsˌivɛʊmˈeɪŋtʃɪ
inseparavelmente	ˌiŋsepˌaɾavɛʊmˈeɪŋtʃɪ	ˌiŋsepˌaɾavɛʊmˈeɪŋtʃɪ
insidiosamente	ˌiŋsidʒˌiozɐmˈeɪŋtʃɪ	ˌiŋsidʒˌiɔzɐmˈeɪŋtʃɪ
insipidamente	ˌiŋsipˌidɐmˈeɪŋtʃɪ	ˌiŋsipidɐmˈeɪŋtʃɪ
insistentemente	ˌiŋsistˌeɪŋtemˈeɪŋtʃɪ	ˌiŋsisteɪŋtʃɪmˈeɪŋtʃɪ
insolentemente	ˌiŋsolˌeɪŋtemˈeɪŋtʃɪ	ˌiŋsoleɪŋtʃɪmˈeɪŋtʃɪ
inspiradamente	ˌiŋspiɾˌadɐmˈeɪŋtʃɪ	ˌiŋspiɾadɐmˈeɪŋtʃɪ
instantaneamente	ˌiŋstɐ̃ŋtˌɐneɐmˈeɪŋtʃɪ	ˌiŋstɐ̃ŋtˌɐneɐmˈeɪŋtʃɪ
instantemente	ˌiŋstɐ̃ŋtemˈeɪŋtʃɪ	ˌiŋstɐ̃ŋtʃɪmˈeɪŋtʃɪ
instintivamente	ˌiŋstʃiŋtʃˌivɐmˈeɪŋtʃɪ	ˌiŋstʃiŋtʃivɐmˈeɪŋtʃɪ
institucionalmente	ˌiŋstʃitˌusɪˌonaʊmˈeɪŋtʃɪ	ˌiŋstʃitˌusɪˌonaʊmˈeɪŋtʃɪ
instrumentalmente	ˌiŋstɾumˌeɪŋtaʊmˈeɪŋtʃɪ	ˌiŋstɾumˌeɪŋtaʊmˈeɪŋtʃɪ
instrumente	ˌiŋstɾumˈeɪŋtʃɪ	ˌiŋstɾumˈeɪŋtʃɪ
instrutivamente	ˌiŋstɾutʃˌivɐmˈeɪŋtʃɪ	ˌiŋstɾutʃivɐmˈeɪŋtʃɪ
insubordinadamente	ˌiŋsubˌoɾdʒinˌadɐmˈeɪŋtʃɪ	ˌiŋsubˌoɾdʒinadɐmˈeɪŋtʃɪ
insuficientemente	ˌiŋsufˌisiˌeɪŋtemˈeɪŋtʃɪ	ˌiŋsufˌisieɪŋtʃɪmˈeɪŋtʃɪ
insularmente	ˌiŋsulaɾmˈeɪŋtʃɪ	ˌiŋsulaɾmˈeɪŋtʃɪ
insultantemente	ˌiŋsuwtˌɐ̃ŋtemˈeɪŋtʃɪ	ˌiŋsuwtɐ̃ŋtʃɪmˈeɪŋtʃɪ
insultuosamente	ˌiŋsuwtwˌozɐmˈeɪŋtʃɪ	ˌiŋsuwtwɔzɐmˈeɪŋtʃɪ
insuperavelmente	ˌiŋsupˌeɾavɛʊmˈeɪŋtʃɪ	ˌiŋsupˌeɾavɛʊmˈeɪŋtʃɪ
insuportavelmente	ˌiŋsupˌoɾtavɛʊmˈeɪŋtʃɪ	ˌiŋsupˌoɾtavɛʊmˈeɪŋtʃɪ
insuscetivelmente	ˌiŋsusˌetʃivɛʊmˈeɪŋtʃɪ	ˌiŋsusˌetʃivɛʊmˈeɪŋtʃɪ
integralmente	ˌiŋteɡɾaʊmˈeɪŋtʃɪ	ˌiŋteɡɾaʊmˈeɪŋtʃɪ
integramente	ˌiŋteɡɾɐmˈeɪŋtʃɪ	ˌiŋtɛɡɾɐmˈeɪŋtʃɪ
inteiramente	ˌiŋteɪɾɐmˈeɪŋtʃɪ	ˌiŋteɪɾɐmˈeɪŋtʃɪ
intelectualmente	ˌiŋtelˌektuaʊmˈeɪŋtʃɪ	ˌiŋtelˌektuaʊmˈeɪŋtʃɪ
inteligentemente	ˌiŋtelˌiʒeɪŋtemˈeɪŋtʃɪ	ˌiŋtelˌiʒeɪŋtʃɪmˈeɪŋtʃɪ
inteligivelmente	ˌiŋtelˌiʒivɛʊmˈeɪŋtʃɪ	ˌiŋtelˌiʒivɛʊmˈeɪŋtʃɪ
intempestivamente	ˌiŋteɪmpˌestʃivɐmˈeɪŋtʃɪ	ˌiŋteɪmpˌestʃivɐmˈeɪŋtʃɪ
intencionalmente	ˌiŋteɪŋsˌɪonaʊmˈeɪŋtʃɪ	ˌiŋteɪŋsˌɪonaʊmˈeɪŋtʃɪ
intensamente	ˌiŋteɪŋsɐmˈeɪŋtʃɪ	ˌiŋteɪŋsɐmˈeɪŋtʃɪ
intensivamente	ˌiŋteɪŋsˌivɐmˈeɪŋtʃɪ	ˌiŋteɪŋsivɐmˈeɪŋtʃɪ
interativamente	ˌiŋteɾˌatʃivɐmˈeɪŋtʃɪ	ˌiŋteɾˌatʃivɐmˈeɪŋtʃɪ
interessadamente	ˌiŋteɾˌesadɐmˈeɪŋtʃɪ	ˌiŋteɾˌesadɐmˈeɪŋtʃɪ
interesseiramente	ˌiŋteɾˌeseɪɾɐmˈeɪŋtʃɪ	ˌiŋteɾˌeseɪɾɐmˈeɪŋtʃɪ
interinamente	ˌiŋteɾˌinɐmˈeɪŋtʃɪ	ˌiŋteɾinɐmˈeɪŋtʃɪ
interiormente	ˌiŋteɾˌioɾmˈeɪŋtʃɪ	ˌiŋteɾˌioɾmˈeɪŋtʃɪ
interminavelmente	ˌiŋteɾmˌinavɛʊmˈeɪŋtʃɪ	ˌiŋteɾmˌinavɛʊmˈeɪŋtʃɪ
intermitentemente	ˌiŋteɾmˌiteɪŋtemˈeɪŋtʃɪ	ˌiŋteɾmˌiteɪŋtʃɪmˈeɪŋtʃɪ
internacionalmente	ˌiŋteɾnˌasɪˌonaʊmˈeɪŋtʃɪ	ˌiŋteɾnˌasɪˌonaʊmˈeɪŋtʃɪ
internamente	ˌiŋteɾnɐmˈeɪŋtʃɪ	ˌiŋtɛɾnɐmˈeɪŋtʃɪ
intervaladamente	ˌiŋteɾvˌaladɐmˈeɪŋtʃɪ	ˌiŋteɾvˌaladɐmˈeɪŋtʃɪ
intimamente	ˌiŋtʃimɐmˈeɪŋtʃɪ	ˌiŋtʃimɐmˈeɪŋtʃɪ
intoleravelmente	ˌiŋtolˌeɾavɛʊmˈeɪŋtʃɪ	ˌiŋtolˌeɾavɛʊmˈeɪŋtʃɪ
intransigentemente	ˌiŋtɾɐ̃ŋzˌiʒeɪŋtemˈeɪŋtʃɪ	ˌiŋtɾɐ̃ŋzˌiʒeɪŋtʃɪmˈeɪŋtʃɪ
intransitivamente	ˌiŋtɾɐ̃ŋzˌitʃivɐmˈeɪŋtʃɪ	ˌiŋtɾɐ̃ŋzˌitʃivɐmˈeɪŋtʃɪ
intrepidamente	ˌiŋtɾepˌidɐmˈeɪŋtʃɪ	ˌiŋtɾepidɐmˈeɪŋtʃɪ
intrinsecamente	ˌiŋtɾiŋsˌekɐmˈeɪŋtʃɪ	ˌiŋtɾiŋsɛkɐmˈeɪŋtʃɪ
intuitivamente	ˌiŋtuɪtʃˌivɐmˈeɪŋtʃɪ	ˌiŋtuɪtʃivɐmˈeɪŋtʃɪ
inusitadamente	ˌinuzˌitadɐmˈeɪŋtʃɪ	ˌinuzˌitadɐmˈeɪŋtʃɪ
inutilmente	ˌinutʃiʊmˈeɪŋtʃɪ	ˌinutʃiʊmˈeɪŋtʃɪ
invariavelmente	ˌiŋvaɾˌiavɛʊmˈeɪŋtʃɪ	ˌiŋvaɾˌiavɛʊmˈeɪŋtʃɪ
invejosamente	ˌiŋveʒˌozɐmˈeɪŋtʃɪ	ˌiŋveʒɔzɐmˈeɪŋtʃɪ
inversamente	ˌiŋveɾsɐmˈeɪŋtʃɪ	ˌiŋvɛɾsɐmˈeɪŋtʃɪ
invertidamente	ˌiŋveɾtʃˌidɐmˈeɪŋtʃɪ	ˌiŋveɾtʃidɐmˈeɪŋtʃɪ
invisivelmente	ˌiŋvizˌivɛʊmˈeɪŋtʃɪ	ˌiŋvizˌivɛʊmˈeɪŋtʃɪ
involuntariamente	ˌiŋvolˌũŋtaɾˌiɐmˈeɪŋtʃɪ	ˌiŋvolˌũŋtaɾiɐmˈeɪŋtʃɪ
invulgarmente	ˌiŋvuwɡaɾmˈeɪŋtʃɪ	ˌiŋvuwɡaɾmˈeɪŋtʃɪ
irmãmente	ˌiɾmɐ̃mˈeɪŋtʃɪ	ˌiɾmɐ̃mˈeɪŋtʃɪ
ironicamente	ˌiɾonˌikɐmˈeɪŋtʃɪ	ˌiɾonikɐmˈeɪŋtʃɪ
irracionalmente	ˌixasˌɪonaʊmˈeɪŋtʃɪ	ˌixasˌɪonaʊmˈeɪŋtʃɪ
irrefletidamente	ˌixeflˌetʃidɐmˈeɪŋtʃɪ	ˌixeflˌetʃidɐmˈeɪŋtʃɪ
irreguladamente	ˌixeɡˌuladɐmˈeɪŋtʃɪ	ˌixeɡˌuladɐmˈeɪŋtʃɪ
irregularmente	ˌixeɡˌulaɾmˈeɪŋtʃɪ	ˌixeɡˌulaɾmˈeɪŋtʃɪ
irremediavelmente	ˌixemˌedʒiˌavɛʊmˈeɪŋtʃɪ	ˌixemˌedʒiˌavɛʊmˈeɪŋtʃɪ
irrepreensivelmente	ˌixepɾˌeeɪŋsˌivɛʊmˈeɪŋtʃɪ	ˌixepɾˌeeɪŋsˌivɛʊmˈeɪŋtʃɪ
irresistivelmente	ˌixezˌistʃivɛʊmˈeɪŋtʃɪ	ˌixezˌistʃivɛʊmˈeɪŋtʃɪ
irresponsavelmente	ˌixespˌoŋsavɛʊmˈeɪŋtʃɪ	ˌixespˌoŋsavɛʊmˈeɪŋtʃɪ
irrestritamente	ˌixestɾˌitɐmˈeɪŋtʃɪ	ˌixestɾitɐmˈeɪŋtʃɪ
irreverenciosamente	ˌixevˌeɾeɪŋsˌiozɐmˈeɪŋtʃɪ	ˌixevˌeɾeɪŋsˌiɔzɐmˈeɪŋtʃɪ
irreverentemente	ˌixevˌeɾeɪŋtemˈeɪŋtʃɪ	ˌixevˌeɾeɪŋtʃɪmˈeɪŋtʃɪ
irreversivelmente	ˌixevˌeɾsivɛʊmˈeɪŋtʃɪ	ˌixevˌeɾsivɛʊmˈeɪŋtʃɪ
irrevogavelmente	ˌixevˌoɡavɛʊmˈeɪŋtʃɪ	ˌixevˌoɡavɛʊmˈeɪŋtʃɪ
irritamente	ˌixitɐmˈeɪŋtʃɪ	ˌixitɐmˈeɪŋtʃɪ
irritantemente	ˌixitˌɐ̃ŋtemˈeɪŋtʃɪ	ˌixitɐ̃ŋtʃɪmˈeɪŋtʃɪ
isoladamente	ˌizolˌadɐmˈeɪŋtʃɪ	ˌizoladɐmˈeɪŋtʃɪ
iterativamente	ˌiteɾˌatʃivɐmˈeɪŋtʃɪ	ˌiteɾˌatʃivɐmˈeɪŋtʃɪ
jeitosamente	ʒˌeɪtozɐmˈeɪŋtʃɪ	ʒˌeɪtɔzɐmˈeɪŋtʃɪ
jocosamente	ʒˌokozɐmˈeɪŋtʃɪ	ʒˌokɔzɐmˈeɪŋtʃɪ
jovialmente	ʒˌoviaʊmˈeɪŋtʃɪ	ʒˌoviaʊmˈeɪŋtʃɪ
judicialmente	ʒˌudʒisˌiaʊmˈeɪŋtʃɪ	ʒˌudʒisˌiaʊmˈeɪŋtʃɪ
judiciosamente	ʒˌudʒisˌiozɐmˈeɪŋtʃɪ	ʒˌudʒisˌiɔzɐmˈeɪŋtʃɪ
juntamente	ʒˌũŋtɐmˈeɪŋtʃɪ	ʒũŋtɐmˈeɪŋtʃɪ
juramente	ʒˌuɾɐmˈeɪŋtʃɪ	ʒuɾɐmˈeɪŋtʃɪ
juridicamente	ʒˌuɾidʒˌikɐmˈeɪŋtʃɪ	ʒˌuɾidʒikɐmˈeɪŋtʃɪ
justamente	ʒˌustɐmˈeɪŋtʃɪ	ʒustɐmˈeɪŋtʃɪ
justificadamente	ʒˌustʃifˌikadɐmˈeɪŋtʃɪ	ʒˌustʃifˌikadɐmˈeɪŋtʃɪ
laboriosamente	lˌaboɾˌiozɐmˈeɪŋtʃɪ	lˌaboɾˌiɔzɐmˈeɪŋtʃɪ
laconicamente	lˌakonˌikɐmˈeɪŋtʃɪ	lˌakonikɐmˈeɪŋtʃɪ
lamentadamente	lˌɐmeɪŋtˌadɐmˈeɪŋtʃɪ	lˌɐmeɪŋtadɐmˈeɪŋtʃɪ
lamentavelmente	lˌɐmeɪŋtˌavɛʊmˈeɪŋtʃɪ	lˌɐmeɪŋtˌavɛʊmˈeɪŋtʃɪ
lamente	lˌɐmˈeɪŋtʃɪ	lˌɐmˈeɪŋtʃɪ
largamente	lˌaɾɡɐmˈeɪŋtʃɪ	laɾɡɐmˈeɪŋtʃɪ
lascivamente	lˌasivɐmˈeɪŋtʃɪ	lˌasivɐmˈeɪŋtʃɪ
lastimavelmente	lˌastʃimˌavɛʊmˈeɪŋtʃɪ	lˌastʃimˌavɛʊmˈeɪŋtʃɪ
lastimosamente	lˌastʃimˌozɐmˈeɪŋtʃɪ	lˌastʃimɔzɐmˈeɪŋtʃɪ
lateralmente	lˌateɾaʊmˈeɪŋtʃɪ	lˌateɾaʊmˈeɪŋtʃɪ
